Retailer,State,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Order Month
West Gear,Iowa,Men's Street Footwear,30.0,450,13500,4050,In-store,2021,2021-01
Foot Locker,West Virginia,Men's Street Footwear,45.0,450,20250,8100,In-store,2021,2021-11
Foot Locker,West Virginia,Men's Athletic Footwear,55.0,450,24750,9900,In-store,2021,2021-12
Foot Locker,West Virginia,Women's Apparel,70.0,450,31500,12600,In-store,2021,2021-12
Foot Locker,Maryland,Men's Street Footwear,60.0,450,27000,10800,In-store,2021,2021-12
Foot Locker,Delaware,Women's Apparel,60.0,450,27000,10800,In-store,2021,2021-06
Kohl's,Delaware,Men's Street Footwear,65.0,450,29250,10238,In-store,2021,2021-11
Kohl's,New Jersey,Women's Apparel,55.0,450,24750,9900,In-store,2021,2021-07
Sports Direct,Connecticut,Men's Street Footwear,60.0,450,27000,10800,In-store,2021,2021-10
Sports Direct,Rhode Island,Men's Street Footwear,40.0,450,18000,5400,In-store,2021,2021-01
Sports Direct,Massachusetts,Men's Street Footwear,40.0,450,18000,5400,In-store,2021,2021-04
Sports Direct,Massachusetts,Men's Street Footwear,55.0,450,24750,7425,In-store,2021,2021-09
Amazon,Vermont,Women's Apparel,65.0,450,29250,11700,In-store,2021,2021-06
West Gear,Vermont,Men's Street Footwear,70.0,450,31500,14175,In-store,2021,2021-11
Amazon,New Hampshire,Men's Athletic Footwear,60.0,450,27000,10800,Outlet,2021,2021-07
Amazon,New Hampshire,Men's Athletic Footwear,60.0,450,27000,10800,Outlet,2021,2021-08
Foot Locker,New Hampshire,Men's Street Footwear,75.0,450,33750,13500,Outlet,2021,2021-11
Foot Locker,New Hampshire,Women's Apparel,80.0,450,36000,12600,Outlet,2021,2021-12
Foot Locker,Pennsylvania,Men's Street Footwear,50.0,445,22250,12238,Outlet,2021,2021-11
Foot Locker,Minnesota,Men's Street Footwear,40.0,445,17800,6230,In-store,2020,2020-10
Foot Locker,Minnesota,Men's Street Footwear,50.0,445,22250,7788,In-store,2020,2020-11
Sports Direct,Michigan,Women's Street Footwear,45.0,445,20025,6008,In-store,2021,2021-11
Amazon,Ohio,Women's Street Footwear,35.0,445,15575,6230,Online,2021,2021-11
West Gear,Maryland,Men's Street Footwear,35.0,445,15575,6230,In-store,2021,2021-03
Foot Locker,Rhode Island,Men's Street Footwear,35.0,445,15575,5451,In-store,2021,2021-03
Kohl's,California,Men's Apparel,50.0,425,21250,11688,Outlet,2021,2021-03
Kohl's,California,Men's Apparel,50.0,425,21250,11688,Outlet,2021,2021-04
Foot Locker,Illinois,Men's Street Footwear,60.0,425,25500,10200,Outlet,2021,2021-07
Sports Direct,Texas,Women's Athletic Footwear,35.0,425,14875,5950,Outlet,2021,2021-08
Sports Direct,Texas,Women's Athletic Footwear,30.0,425,12750,5738,Outlet,2021,2021-09
Sports Direct,Texas,Women's Athletic Footwear,45.0,425,19125,9563,Outlet,2021,2021-10
Foot Locker,Texas,Men's Street Footwear,45.0,425,19125,10519,Outlet,2021,2021-10
West Gear,Nevada,Men's Athletic Footwear,45.0,425,19125,4781,Outlet,2020,2020-01
West Gear,Nevada,Women's Street Footwear,45.0,425,19125,7650,Outlet,2020,2020-01
West Gear,Nevada,Women's Athletic Footwear,60.0,425,25500,10200,Outlet,2020,2020-02
West Gear,Nevada,Women's Street Footwear,60.0,425,25500,8925,In-store,2020,2020-03
West Gear,Nevada,Men's Street Footwear,30.0,425,12750,4463,In-store,2020,2020-03
West Gear,Nevada,Men's Athletic Footwear,40.0,425,17000,3400,In-store,2020,2020-03
West Gear,Nevada,Women's Street Footwear,40.0,425,17000,5950,In-store,2020,2020-03
West Gear,Colorado,Men's Athletic Footwear,40.0,425,17000,3400,In-store,2020,2020-03
West Gear,Colorado,Women's Street Footwear,40.0,425,17000,5950,In-store,2020,2020-03
West Gear,Colorado,Women's Apparel,70.0,425,29750,5950,In-store,2020,2020-05
West Gear,Colorado,Women's Street Footwear,55.0,425,23375,9350,In-store,2020,2020-05
West Gear,Colorado,Men's Apparel,75.0,425,31875,17531,In-store,2020,2020-05
West Gear,Washington,Women's Apparel,50.0,425,21250,4250,In-store,2020,2020-06
West Gear,Washington,Men's Athletic Footwear,60.0,425,25500,6375,In-store,2020,2020-06
West Gear,Washington,Women's Street Footwear,65.0,425,27625,6906,In-store,2020,2020-06
West Gear,Washington,Men's Apparel,80.0,425,34000,8500,In-store,2020,2020-07
West Gear,Washington,Men's Apparel,90.0,425,38250,9563,In-store,2020,2020-07
Foot Locker,Minnesota,Men's Street Footwear,45.0,425,19125,6694,Outlet,2020,2020-11
Kohl's,Montana,Men's Athletic Footwear,45.0,425,19125,5738,Outlet,2021,2021-01
Kohl's,Montana,Women's Apparel,45.0,425,19125,4781,Outlet,2021,2021-01
Kohl's,Montana,Men's Athletic Footwear,45.0,425,19125,5738,Outlet,2021,2021-01
Kohl's,Montana,Women's Street Footwear,45.0,425,19125,8606,Outlet,2021,2021-01
Kohl's,Montana,Men's Athletic Footwear,45.0,425,19125,5738,Outlet,2021,2021-01
Kohl's,Montana,Women's Street Footwear,45.0,425,19125,8606,Outlet,2021,2021-01
Kohl's,Montana,Women's Athletic Footwear,40.0,425,17000,6800,Outlet,2021,2021-01
Kohl's,Montana,Women's Athletic Footwear,45.0,425,19125,7650,Outlet,2021,2021-02
Kohl's,Montana,Men's Apparel,55.0,425,23375,14025,Outlet,2021,2021-02
Kohl's,Montana,Women's Street Footwear,40.0,425,17000,7650,Outlet,2021,2021-02
Kohl's,Montana,Women's Athletic Footwear,40.0,425,17000,6800,Outlet,2021,2021-03
Sports Direct,Tennessee,Women's Apparel,35.0,425,14875,8181,Outlet,2021,2021-03
Sports Direct,Tennessee,Men's Apparel,45.0,425,19125,6694,Outlet,2021,2021-04
Foot Locker,Tennessee,Men's Street Footwear,35.0,425,14875,5950,Outlet,2021,2021-05
Sports Direct,Alabama,Women's Street Footwear,35.0,425,14875,5950,Outlet,2021,2021-08
Sports Direct,Alabama,Women's Athletic Footwear,50.0,425,21250,12750,Outlet,2021,2021-09
Sports Direct,Alabama,Men's Apparel,55.0,425,23375,10519,Outlet,2021,2021-09
Sports Direct,Alabama,Men's Apparel,50.0,425,21250,9563,Outlet,2021,2021-10
Amazon,Alaska,Men's Athletic Footwear,60.0,425,25500,8925,Outlet,2021,2021-07
Amazon,Alaska,Men's Athletic Footwear,60.0,425,25500,8925,Outlet,2021,2021-08
Amazon,Alaska,Men's Street Footwear,75.0,425,31875,11156,Outlet,2021,2021-11
Foot Locker,Alaska,Women's Apparel,45.0,425,19125,7650,Outlet,2021,2021-01
Walmart,Hawaii,Women's Street Footwear,55.0,425,23375,5844,Outlet,2021,2021-11
Sports Direct,Hawaii,Men's Apparel,90.0,425,38250,5738,Outlet,2021,2021-12
Sports Direct,Hawaii,Men's Street Footwear,40.0,425,17000,5100,Outlet,2021,2021-01
Sports Direct,Hawaii,Men's Athletic Footwear,50.0,425,21250,5313,Outlet,2021,2021-01
Sports Direct,Hawaii,Women's Street Footwear,50.0,425,21250,6375,Outlet,2021,2021-01
Sports Direct,Hawaii,Men's Athletic Footwear,50.0,425,21250,5313,Outlet,2021,2021-02
Sports Direct,Hawaii,Women's Street Footwear,50.0,425,21250,6375,Outlet,2021,2021-02
Sports Direct,Florida,Women's Street Footwear,65.0,425,27625,8288,Outlet,2021,2021-03
Walmart,Florida,Men's Athletic Footwear,65.0,425,27625,6906,Outlet,2021,2021-05
Walmart,Florida,Women's Street Footwear,65.0,425,27625,8288,Outlet,2021,2021-05
West Gear,New York,Women's Athletic Footwear,40.0,425,17000,5100,In-store,2021,2021-03
Kohl's,Wyoming,Women's Athletic Footwear,35.0,425,14875,5206,In-store,2021,2021-02
Kohl's,Wyoming,Women's Athletic Footwear,35.0,425,14875,5206,In-store,2021,2021-04
Kohl's,Wyoming,Men's Apparel,50.0,425,21250,6375,In-store,2021,2021-04
Foot Locker,Virginia,Women's Athletic Footwear,70.0,425,29750,10413,In-store,2021,2021-08
Foot Locker,Virginia,Men's Apparel,70.0,425,29750,11900,In-store,2021,2021-08
Foot Locker,Virginia,Men's Apparel,75.0,425,31875,12750,In-store,2021,2021-11
Sports Direct,Michigan,Men's Athletic Footwear,40.0,425,17000,6800,In-store,2021,2021-04
Sports Direct,Michigan,Women's Street Footwear,40.0,425,17000,5100,In-store,2021,2021-10
Foot Locker,Michigan,Men's Athletic Footwear,30.0,425,12750,4463,In-store,2021,2021-01
Foot Locker,Michigan,Women's Apparel,30.0,425,12750,6375,In-store,2021,2021-01
Foot Locker,Missouri,Women's Street Footwear,30.0,425,12750,4463,In-store,2021,2021-07
West Gear,Utah,Women's Athletic Footwear,25.0,425,10625,4250,In-store,2021,2021-07
West Gear,Utah,Men's Apparel,35.0,425,14875,5206,In-store,2021,2021-07
West Gear,Oregon,Women's Athletic Footwear,70.0,425,29750,10413,In-store,2021,2021-08
West Gear,Oregon,Men's Apparel,70.0,425,29750,11900,In-store,2021,2021-08
West Gear,Oregon,Men's Apparel,75.0,425,31875,12750,In-store,2021,2021-11
Foot Locker,Louisiana,Women's Street Footwear,35.0,425,14875,4463,Online,2021,2021-02
Sports Direct,Idaho,Men's Apparel,55.0,425,23375,8181,Online,2021,2021-11
Foot Locker,Idaho,Men's Street Footwear,30.0,425,12750,4463,Online,2021,2021-01
Foot Locker,Idaho,Men's Athletic Footwear,40.0,425,17000,6800,Online,2021,2021-01
Foot Locker,Idaho,Women's Street Footwear,40.0,425,17000,5950,Online,2021,2021-01
Foot Locker,Idaho,Women's Apparel,40.0,425,17000,4250,Online,2021,2021-01
Foot Locker,Arizona,Men's Apparel,55.0,425,23375,7013,Online,2021,2021-07
Foot Locker,Arizona,Women's Apparel,70.0,425,29750,7438,Online,2021,2021-07
Foot Locker,Arizona,Women's Street Footwear,45.0,425,19125,6694,Online,2021,2021-09
Foot Locker,Arizona,Women's Apparel,60.0,425,25500,6375,Online,2021,2021-09
Foot Locker,Arizona,Women's Apparel,60.0,425,25500,6375,Online,2021,2021-11
Kohl's,Arizona,Women's Street Footwear,45.0,425,19125,6694,Online,2021,2021-12
Kohl's,Arizona,Women's Athletic Footwear,45.0,425,19125,6694,Online,2021,2021-12
Kohl's,Arizona,Men's Athletic Footwear,45.0,425,19125,7650,Online,2021,2021-02
Kohl's,Arizona,Women's Street Footwear,45.0,425,19125,6694,Online,2021,2021-02
Kohl's,New Mexico,Men's Athletic Footwear,60.0,425,25500,10200,Online,2021,2021-05
Kohl's,New Mexico,Women's Apparel,75.0,425,31875,7969,Online,2021,2021-05
Kohl's,New Mexico,Women's Athletic Footwear,55.0,425,23375,8181,Online,2021,2021-06
Kohl's,New Mexico,Women's Athletic Footwear,50.0,425,21250,7438,Online,2021,2021-09
Kohl's,New Mexico,Men's Apparel,60.0,425,25500,7650,Online,2021,2021-09
Kohl's,New Mexico,Women's Athletic Footwear,60.0,425,25500,8925,Online,2021,2021-11
Sports Direct,New Mexico,Men's Apparel,70.0,425,29750,8925,Online,2021,2021-12
Sports Direct,Georgia,Women's Street Footwear,55.0,425,23375,8181,Online,2021,2021-05
Sports Direct,Georgia,Women's Athletic Footwear,50.0,425,21250,8500,Online,2021,2021-07
Sports Direct,Georgia,Women's Apparel,70.0,425,29750,7438,Online,2021,2021-08
Sports Direct,Georgia,Women's Street Footwear,55.0,425,23375,8181,Online,2021,2021-11
Amazon,North Carolina,Women's Athletic Footwear,30.0,425,12750,5100,Online,2021,2021-01
Amazon,Ohio,Men's Athletic Footwear,30.0,425,12750,4463,Online,2021,2021-04
Amazon,Ohio,Women's Athletic Footwear,40.0,425,17000,6800,Online,2021,2021-05
Amazon,Ohio,Women's Street Footwear,30.0,425,12750,5100,Online,2021,2021-10
Amazon,Kentucky,Women's Apparel,55.0,425,23375,9350,Online,2021,2021-07
Amazon,Kentucky,Men's Street Footwear,50.0,425,21250,8500,Online,2021,2021-11
Foot Locker,Kentucky,Men's Apparel,40.0,425,17000,5950,Online,2021,2021-01
Foot Locker,Kentucky,Men's Athletic Footwear,30.0,425,12750,4463,Online,2021,2021-02
Foot Locker,Mississippi,Women's Apparel,25.0,425,10625,5313,Online,2021,2021-03
Foot Locker,Mississippi,Women's Street Footwear,35.0,425,14875,5950,Online,2021,2021-05
Sports Direct,Mississippi,Men's Apparel,75.0,425,31875,11156,Online,2021,2021-11
Walmart,Arkansas,Women's Apparel,45.0,425,19125,7650,Online,2021,2021-05
Walmart,Arkansas,Men's Athletic Footwear,35.0,425,14875,5206,Online,2021,2021-06
Walmart,Arkansas,Men's Apparel,60.0,425,25500,8925,Online,2021,2021-07
Walmart,Arkansas,Women's Apparel,30.0,425,12750,5100,Online,2021,2021-09
Kohl's,Oklahoma,Men's Athletic Footwear,60.0,425,25500,8925,Online,2021,2021-12
Kohl's,Oklahoma,Women's Apparel,75.0,425,31875,12750,Online,2021,2021-12
Kohl's,Kansas,Men's Athletic Footwear,50.0,425,21250,7438,Online,2021,2021-07
Kohl's,Kansas,Men's Athletic Footwear,55.0,425,23375,8181,Online,2021,2021-08
West Gear,Indiana,Men's Street Footwear,45.0,425,19125,7650,In-store,2021,2021-11
West Gear,West Virginia,Men's Athletic Footwear,40.0,425,17000,6800,In-store,2021,2021-06
West Gear,West Virginia,Women's Apparel,65.0,425,27625,11050,In-store,2021,2021-06
West Gear,West Virginia,Women's Apparel,55.0,425,23375,9350,In-store,2021,2021-08
West Gear,West Virginia,Men's Street Footwear,45.0,425,19125,7650,In-store,2021,2021-10
Foot Locker,West Virginia,Men's Street Footwear,35.0,425,14875,5950,In-store,2021,2021-01
West Gear,Maryland,Men's Street Footwear,35.0,425,14875,5950,In-store,2021,2021-04
Sports Direct,Maryland,Men's Street Footwear,50.0,425,21250,8500,In-store,2021,2021-09
Foot Locker,Delaware,Men's Athletic Footwear,50.0,425,21250,7438,In-store,2021,2021-07
Foot Locker,Delaware,Men's Athletic Footwear,50.0,425,21250,7438,In-store,2021,2021-08
Kohl's,Delaware,Women's Apparel,70.0,425,29750,11900,In-store,2021,2021-12
Kohl's,New Jersey,Men's Street Footwear,55.0,425,23375,8181,In-store,2021,2021-10
Sports Direct,Connecticut,Women's Apparel,60.0,425,25500,8925,In-store,2021,2021-06
Foot Locker,Connecticut,Men's Street Footwear,65.0,425,27625,11050,In-store,2021,2021-11
Foot Locker,Connecticut,Men's Street Footwear,35.0,425,14875,5206,In-store,2021,2021-01
Foot Locker,Rhode Island,Men's Street Footwear,35.0,425,14875,5206,In-store,2021,2021-04
Foot Locker,Rhode Island,Men's Street Footwear,50.0,425,21250,7438,In-store,2021,2021-09
Sports Direct,Massachusetts,Women's Apparel,60.0,425,25500,7650,In-store,2021,2021-07
Amazon,Vermont,Men's Athletic Footwear,55.0,425,23375,10519,In-store,2021,2021-07
Amazon,Vermont,Men's Athletic Footwear,55.0,425,23375,10519,In-store,2021,2021-08
Amazon,Vermont,Women's Apparel,75.0,425,31875,12750,In-store,2021,2021-12
Amazon,New Hampshire,Women's Apparel,70.0,425,29750,10413,In-store,2021,2021-05
Amazon,New Hampshire,Men's Athletic Footwear,60.0,425,25500,10200,In-store,2021,2021-06
Amazon,New Hampshire,Women's Apparel,70.0,425,29750,10413,Outlet,2021,2021-08
Foot Locker,New Hampshire,Men's Athletic Footwear,65.0,425,27625,11050,Outlet,2021,2021-12
Foot Locker,Nebraska,Men's Street Footwear,40.0,420,16800,6720,Outlet,2021,2021-06
Foot Locker,Nebraska,Men's Street Footwear,45.0,420,18900,7560,Outlet,2021,2021-06
Foot Locker,Illinois,Women's Apparel,55.0,400,22000,11000,Outlet,2021,2021-07
Foot Locker,Illinois,Men's Street Footwear,60.0,400,24000,9600,Outlet,2021,2021-07
Sports Direct,Texas,Women's Athletic Footwear,35.0,400,14000,6300,Outlet,2021,2021-08
Sports Direct,Texas,Men's Apparel,40.0,400,16000,5600,Outlet,2021,2021-10
Foot Locker,Pennsylvania,Men's Street Footwear,60.0,400,24000,12000,Outlet,2021,2021-12
West Gear,Nevada,Women's Apparel,45.0,400,18000,3600,Outlet,2020,2020-01
West Gear,Nevada,Men's Athletic Footwear,55.0,400,22000,5500,Outlet,2020,2020-01
West Gear,Nevada,Women's Street Footwear,55.0,400,22000,8800,Outlet,2020,2020-01
West Gear,Nevada,Women's Street Footwear,65.0,400,26000,10400,Outlet,2020,2020-01
West Gear,Nevada,Men's Athletic Footwear,65.0,400,26000,7800,Outlet,2020,2020-01
West Gear,Nevada,Women's Street Footwear,65.0,400,26000,11700,Outlet,2020,2020-01
West Gear,Nevada,Women's Apparel,80.0,400,32000,6400,In-store,2020,2020-02
West Gear,Nevada,Women's Athletic Footwear,60.0,400,24000,7200,In-store,2020,2020-02
West Gear,Nevada,Men's Apparel,70.0,400,28000,14000,In-store,2020,2020-02
West Gear,Nevada,Women's Athletic Footwear,60.0,400,24000,7200,In-store,2020,2020-03
West Gear,Nevada,Men's Apparel,70.0,400,28000,14000,In-store,2020,2020-03
West Gear,Colorado,Women's Apparel,40.0,400,16000,2400,In-store,2020,2020-03
West Gear,Colorado,Men's Athletic Footwear,50.0,400,20000,4000,In-store,2020,2020-03
West Gear,Colorado,Women's Street Footwear,55.0,400,22000,7700,In-store,2020,2020-03
West Gear,Colorado,Women's Apparel,80.0,400,32000,8000,In-store,2020,2020-05
West Gear,Colorado,Women's Athletic Footwear,65.0,400,26000,9100,In-store,2020,2020-05
West Gear,Colorado,Men's Apparel,75.0,400,30000,16500,In-store,2020,2020-05
West Gear,Colorado,Women's Athletic Footwear,65.0,400,26000,9100,In-store,2020,2020-05
West Gear,Washington,Women's Street Footwear,75.0,400,30000,7500,In-store,2020,2020-06
West Gear,Washington,Men's Athletic Footwear,65.0,400,26000,6500,In-store,2020,2020-06
West Gear,Washington,Women's Street Footwear,65.0,400,26000,6500,In-store,2020,2020-06
West Gear,Washington,Women's Apparel,80.0,400,32000,6400,In-store,2020,2020-07
West Gear,Washington,Women's Athletic Footwear,70.0,400,28000,8400,In-store,2020,2020-07
Foot Locker,Minnesota,Men's Street Footwear,40.0,400,16000,5600,In-store,2020,2020-11
Kohl's,Montana,Women's Apparel,45.0,400,18000,4500,Outlet,2021,2021-01
Kohl's,Montana,Women's Street Footwear,45.0,400,18000,8100,Outlet,2021,2021-01
Kohl's,Montana,Women's Apparel,60.0,400,24000,6000,Outlet,2021,2021-01
Kohl's,Montana,Women's Apparel,60.0,400,24000,6000,Outlet,2021,2021-02
Kohl's,Montana,Women's Athletic Footwear,45.0,400,18000,7200,Outlet,2021,2021-02
Kohl's,Montana,Men's Apparel,55.0,400,22000,13200,Outlet,2021,2021-02
Kohl's,Montana,Women's Street Footwear,45.0,400,18000,8100,Outlet,2021,2021-02
Kohl's,Montana,Women's Apparel,60.0,400,24000,6000,Outlet,2021,2021-02
Kohl's,Montana,Men's Apparel,55.0,400,22000,13200,Outlet,2021,2021-03
Sports Direct,Tennessee,Women's Athletic Footwear,35.0,400,14000,6300,Outlet,2021,2021-03
Sports Direct,Tennessee,Women's Athletic Footwear,25.0,400,10000,5000,Outlet,2021,2021-03
Sports Direct,Tennessee,Women's Athletic Footwear,55.0,400,22000,12100,Outlet,2021,2021-04
Sports Direct,Tennessee,Men's Apparel,50.0,400,20000,8000,Outlet,2021,2021-05
Foot Locker,Nebraska,Men's Street Footwear,40.0,400,16000,6400,Outlet,2021,2021-06
Foot Locker,Nebraska,Men's Street Footwear,40.0,400,16000,6400,Outlet,2021,2021-07
Sports Direct,Alabama,Women's Apparel,35.0,400,14000,8400,Outlet,2021,2021-08
Sports Direct,Alabama,Men's Apparel,50.0,400,20000,8000,Outlet,2021,2021-08
Amazon,Maine,Men's Street Footwear,60.0,400,24000,8400,Outlet,2021,2021-10
Amazon,Alaska,Women's Apparel,70.0,400,28000,8400,Outlet,2021,2021-05
Amazon,Alaska,Men's Athletic Footwear,60.0,400,24000,8400,Outlet,2021,2021-06
Amazon,Alaska,Women's Apparel,70.0,400,28000,8400,Outlet,2021,2021-08
Amazon,Alaska,Men's Athletic Footwear,65.0,400,26000,9100,Outlet,2021,2021-12
Walmart,Hawaii,Women's Athletic Footwear,65.0,400,26000,6500,Outlet,2021,2021-11
Sports Direct,Florida,Women's Apparel,50.0,400,20000,9000,Outlet,2021,2021-02
Sports Direct,Florida,Men's Athletic Footwear,60.0,400,24000,6000,Outlet,2021,2021-03
Walmart,Florida,Women's Street Footwear,70.0,400,28000,8400,Outlet,2021,2021-04
Walmart,Florida,Men's Street Footwear,50.0,400,20000,6000,In-store,2021,2021-10
Walmart,Florida,Women's Street Footwear,60.0,400,24000,7200,In-store,2021,2021-10
Walmart,Florida,Women's Apparel,70.0,400,28000,12600,In-store,2021,2021-10
Kohl's,Wyoming,Women's Athletic Footwear,35.0,400,14000,4900,In-store,2021,2021-03
Foot Locker,Wyoming,Women's Apparel,40.0,400,16000,4800,In-store,2021,2021-01
Foot Locker,Virginia,Men's Apparel,90.0,400,36000,14400,In-store,2021,2021-06
Sports Direct,Virginia,Women's Athletic Footwear,30.0,400,12000,4200,In-store,2021,2021-01
Sports Direct,Michigan,Men's Apparel,50.0,400,20000,8000,In-store,2021,2021-04
Sports Direct,Michigan,Women's Athletic Footwear,40.0,400,16000,5600,In-store,2021,2021-10
Sports Direct,Michigan,Men's Apparel,50.0,400,20000,8000,In-store,2021,2021-10
Foot Locker,Missouri,Women's Apparel,30.0,400,12000,6000,In-store,2021,2021-02
Foot Locker,Missouri,Women's Street Footwear,35.0,400,14000,4900,In-store,2021,2021-08
Foot Locker,Missouri,Men's Athletic Footwear,30.0,400,12000,4200,In-store,2021,2021-09
Foot Locker,Missouri,Women's Apparel,50.0,400,20000,10000,In-store,2021,2021-11
West Gear,Missouri,Women's Street Footwear,35.0,400,14000,4900,In-store,2021,2021-12
West Gear,Utah,Women's Apparel,30.0,400,12000,6000,In-store,2021,2021-03
West Gear,Utah,Women's Apparel,25.0,400,10000,5000,In-store,2021,2021-04
West Gear,Utah,Women's Apparel,45.0,400,18000,9000,In-store,2021,2021-05
West Gear,Utah,Men's Athletic Footwear,25.0,400,10000,3500,In-store,2021,2021-06
West Gear,Utah,Men's Apparel,35.0,400,14000,4900,In-store,2021,2021-06
West Gear,Utah,Women's Apparel,25.0,400,10000,5000,In-store,2021,2021-09
West Gear,Utah,Women's Apparel,35.0,400,14000,7000,In-store,2021,2021-10
West Gear,Utah,Women's Athletic Footwear,30.0,400,12000,4800,In-store,2021,2021-12
West Gear,Utah,Men's Apparel,40.0,400,16000,5600,In-store,2021,2021-12
West Gear,Utah,Women's Apparel,40.0,400,16000,4800,In-store,2021,2021-01
West Gear,Oregon,Men's Apparel,90.0,400,36000,14400,In-store,2021,2021-06
West Gear,Oregon,Men's Street Footwear,35.0,400,14000,5600,In-store,2021,2021-01
West Gear,Oregon,Men's Athletic Footwear,45.0,400,18000,7200,In-store,2021,2021-01
West Gear,Oregon,Women's Street Footwear,45.0,400,18000,7200,In-store,2021,2021-01
West Gear,Oregon,Men's Athletic Footwear,45.0,400,18000,7200,In-store,2021,2021-02
West Gear,Oregon,Women's Street Footwear,45.0,400,18000,7200,In-store,2021,2021-02
West Gear,Louisiana,Women's Street Footwear,60.0,400,24000,9600,In-store,2021,2021-03
West Gear,Louisiana,Men's Athletic Footwear,50.0,400,20000,8000,In-store,2021,2021-05
West Gear,Louisiana,Women's Street Footwear,50.0,400,20000,8000,In-store,2021,2021-05
West Gear,Louisiana,Men's Street Footwear,35.0,400,14000,5600,Online,2021,2021-10
West Gear,Louisiana,Women's Street Footwear,45.0,400,18000,7200,Online,2021,2021-10
West Gear,Louisiana,Women's Apparel,55.0,400,22000,7700,Online,2021,2021-10
West Gear,Idaho,Women's Apparel,35.0,400,14000,7000,Online,2021,2021-03
West Gear,Idaho,Men's Apparel,50.0,400,20000,6000,Online,2021,2021-05
Sports Direct,Idaho,Women's Athletic Footwear,60.0,400,24000,12000,Online,2021,2021-09
Sports Direct,Idaho,Men's Apparel,55.0,400,22000,7700,Online,2021,2021-09
Foot Locker,Arizona,Women's Street Footwear,55.0,400,22000,7700,Online,2021,2021-05
Foot Locker,Arizona,Women's Athletic Footwear,55.0,400,22000,7700,Online,2021,2021-08
Foot Locker,Arizona,Men's Apparel,65.0,400,26000,7800,Online,2021,2021-08
Kohl's,New Mexico,Women's Apparel,45.0,400,18000,4500,Online,2021,2021-02
Kohl's,New Mexico,Men's Athletic Footwear,55.0,400,22000,8800,Online,2021,2021-03
Kohl's,New Mexico,Women's Street Footwear,55.0,400,22000,7700,Online,2021,2021-03
Kohl's,New Mexico,Women's Street Footwear,60.0,400,24000,8400,Online,2021,2021-04
Sports Direct,New Mexico,Men's Athletic Footwear,40.0,400,16000,6400,Online,2021,2021-02
Sports Direct,New Mexico,Women's Street Footwear,40.0,400,16000,5600,Online,2021,2021-02
Sports Direct,Georgia,Men's Athletic Footwear,55.0,400,22000,8800,Online,2021,2021-05
Sports Direct,Georgia,Women's Apparel,70.0,400,28000,7000,Online,2021,2021-05
Sports Direct,Georgia,Women's Athletic Footwear,50.0,400,20000,8000,Online,2021,2021-06
Sports Direct,Georgia,Women's Athletic Footwear,45.0,400,18000,7200,Online,2021,2021-09
Sports Direct,Georgia,Men's Apparel,55.0,400,22000,7700,Online,2021,2021-09
Sports Direct,Georgia,Women's Athletic Footwear,55.0,400,22000,8800,Online,2021,2021-11
Foot Locker,Georgia,Men's Apparel,65.0,400,26000,9100,Online,2021,2021-12
Amazon,Ohio,Women's Athletic Footwear,30.0,400,12000,4800,Online,2021,2021-10
Amazon,Ohio,Men's Apparel,40.0,400,16000,5600,Online,2021,2021-10
Amazon,Kentucky,Women's Apparel,55.0,400,22000,8800,Online,2021,2021-08
Foot Locker,Mississippi,Men's Apparel,40.0,400,16000,5600,Online,2021,2021-02
Foot Locker,Mississippi,Men's Athletic Footwear,25.0,400,10000,3500,Online,2021,2021-03
Foot Locker,Mississippi,Men's Apparel,45.0,400,18000,6300,Online,2021,2021-05
Walmart,Mississippi,Men's Apparel,30.0,400,12000,4200,Online,2021,2021-09
Walmart,Arkansas,Women's Apparel,30.0,400,12000,4800,Online,2021,2021-04
Walmart,Arkansas,Women's Street Footwear,40.0,400,16000,6400,Online,2021,2021-06
Walmart,Arkansas,Women's Athletic Footwear,45.0,400,18000,7200,Online,2021,2021-07
Walmart,Arkansas,Women's Athletic Footwear,40.0,400,16000,6400,Online,2021,2021-08
West Gear,Arkansas,Women's Apparel,30.0,400,12000,4800,Online,2021,2021-10
West Gear,Arkansas,Women's Athletic Footwear,60.0,400,24000,9600,Online,2021,2021-12
West Gear,Arkansas,Men's Apparel,70.0,400,28000,9800,Online,2021,2021-12
Foot Locker,Kansas,Men's Athletic Footwear,60.0,400,24000,8400,Online,2021,2021-12
Foot Locker,Kansas,Women's Apparel,75.0,400,30000,10500,Online,2021,2021-12
Foot Locker,South Dakota,Men's Street Footwear,55.0,400,22000,7700,Online,2021,2021-10
Sports Direct,South Dakota,Men's Street Footwear,55.0,400,22000,7700,Online,2021,2021-11
Sports Direct,North Dakota,Men's Street Footwear,50.0,400,20000,7000,In-store,2021,2021-10
Foot Locker,North Dakota,Men's Street Footwear,50.0,400,20000,7000,In-store,2021,2021-11
Foot Locker,Iowa,Men's Street Footwear,45.0,400,18000,5400,In-store,2021,2021-10
West Gear,Iowa,Men's Street Footwear,45.0,400,18000,5400,In-store,2021,2021-11
West Gear,Wisconsin,Men's Street Footwear,45.0,400,18000,5400,In-store,2021,2021-11
West Gear,Indiana,Men's Street Footwear,45.0,400,18000,7200,In-store,2021,2021-10
West Gear,Indiana,Men's Athletic Footwear,50.0,400,20000,8000,In-store,2021,2021-12
West Gear,Indiana,Women's Apparel,65.0,400,26000,10400,In-store,2021,2021-12
